survey,country,publishedposts,num_posts,platforms,Plan Level,Products,Products_bins,country,publishedposts,num_posts,platforms,Products,Products_bins
2021-07-18,FR,59,0-100,SHOPIFY,Pro,290,100-1k,FR,59,0-100,SHOPIFY,290,100-1k
2021-07-18,GB,58,0-100,SHOPIFY,Pro,45,0-100,GB,58,0-100,SHOPIFY,45,0-100
2021-07-18,US,0,0-100,SHOPIFY,Pro,241,100-1k,US,0,0-100,SHOPIFY,241,100-1k
2021-07-18,US,333,100-1k,SHOPIFY,Pro,308,100-1k,US,333,100-1k,SHOPIFY,308,100-1k
2021-07-18,AU,43,0-100,SHOPIFY,Pro,46,0-100,AU,43,0-100,SHOPIFY,46,0-100
2021-07-18,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2021-07-18,US,0,0-100,SHOPIFY,Free,1754,1-10k,US,0,0-100,SHOPIFY,1754,1-10k
2021-07-18,US,0,0-100,SHOPIFY,Free,21,0-100,US,0,0-100,SHOPIFY,21,0-100
2021-07-18,CA,0,0-100,SHOPIFY,Free,17,0-100,CA,0,0-100,SHOPIFY,17,0-100
2021-07-18,US,10,0-100,SHOPIFY,Free,39,0-100,US,10,0-100,SHOPIFY,39,0-100
2021-07-18,US,0,0-100,SHOPIFY,Free,729,100-1k,US,0,0-100,SHOPIFY,729,100-1k
2021-07-17,AU,28,0-100,SHOPIFY,Pro,135,100-1k,AU,28,0-100,SHOPIFY,135,100-1k
2021-07-17,FR,0,0-100,SHOPIFY,Pro,14,0-100,FR,0,0-100,SHOPIFY,14,0-100
2021-07-17,US,1,0-100,SHOPIFY,Free,21,0-100,US,1,0-100,SHOPIFY,21,0-100
2021-07-17,US,1,0-100,SHOPIFY,Free,12,0-100,US,1,0-100,SHOPIFY,12,0-100
2021-07-17,US,3,0-100,SHOPIFY,Free,69,0-100,US,3,0-100,SHOPIFY,69,0-100
2021-07-17,US,0,0-100,SHOPIFY,Free,2,0-100,US,0,0-100,SHOPIFY,2,0-100
2021-07-17,US,127,100-1k,SHOPIFY,Pro,58,0-100,US,127,100-1k,SHOPIFY,58,0-100
2021-07-17,KR,1,0-100,SHOPIFY,Pro,48,0-100,KR,1,0-100,SHOPIFY,48,0-100
2021-07-17,US,200,100-1k,SHOPIFY,Pro,122,100-1k,US,200,100-1k,SHOPIFY,122,100-1k
2021-07-17,TW,221,100-1k,SHOPIFY,Pro,107,100-1k,TW,221,100-1k,SHOPIFY,107,100-1k
2021-07-17,GB,13,0-100,SHOPIFY,Pro,34,0-100,GB,13,0-100,SHOPIFY,34,0-100
2021-07-17,AU,0,0-100,SHOPIFY,Pro,137,100-1k,AU,0,0-100,SHOPIFY,137,100-1k
2021-07-17,US,37,0-100,SHOPIFY,Pro,100,0-100,US,37,0-100,SHOPIFY,100,0-100
2021-07-17,US,42,0-100,SHOPIFY,Pro,15,0-100,US,42,0-100,SHOPIFY,15,0-100
2021-07-17,FR,36,0-100,SHOPIFY,Pro,19,0-100,FR,36,0-100,SHOPIFY,19,0-100
2021-07-16,US,0,0-100,SHOPIFY,Pro,22,0-100,US,0,0-100,SHOPIFY,22,0-100
2021-07-16,US,57,0-100,SHOPIFY,Pro,160,100-1k,US,57,0-100,SHOPIFY,160,100-1k
2021-07-16,US,75,0-100,SHOPIFY,Pro,245,100-1k,US,75,0-100,SHOPIFY,245,100-1k
2021-07-16,IN,0,0-100,SHOPIFY,Pro,253,100-1k,IN,0,0-100,SHOPIFY,253,100-1k
2021-07-16,BR,206,100-1k,SHOPIFY,Pro,628,100-1k,BR,206,100-1k,SHOPIFY,628,100-1k
2021-07-16,US,463,100-1k,SHOPIFY,Pro,711,100-1k,US,463,100-1k,SHOPIFY,711,100-1k
2021-07-16,US,401,100-1k,SHOPIFY,Pro,1294,1-10k,US,401,100-1k,SHOPIFY,1294,1-10k
2021-07-16,US,0,0-100,SHOPIFY,Pro,710,100-1k,US,0,0-100,SHOPIFY,710,100-1k
2021-07-16,US,0,0-100,SHOPIFY,Free,278,100-1k,US,0,0-100,SHOPIFY,278,100-1k
2021-07-16,GB,32,0-100,SHOPIFY,Free,225,100-1k,GB,32,0-100,SHOPIFY,225,100-1k
2021-07-16,NULL,131,100-1k,SHOPIFY,Pro,1649,1-10k,NULL,131,100-1k,SHOPIFY,1649,1-10k
2021-07-16,CN,0,0-100,SHOPIFY,Pro,4,0-100,CN,0,0-100,SHOPIFY,4,0-100
2021-07-16,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2021-07-16,US,2,0-100,SHOPIFY,Free,379,100-1k,US,2,0-100,SHOPIFY,379,100-1k
2021-07-16,US,583,100-1k,SHOPIFY,Pro,668,100-1k,US,583,100-1k,SHOPIFY,668,100-1k
2021-07-16,US,39,0-100,SHOPIFY,Pro,125,100-1k,US,39,0-100,SHOPIFY,125,100-1k
2021-07-16,US,2,0-100,SHOPIFY,Pro,17,0-100,US,2,0-100,SHOPIFY,17,0-100
2021-07-16,US,95,0-100,SHOPIFY,Pro,228,100-1k,US,95,0-100,SHOPIFY,228,100-1k
2021-07-16,US,9,0-100,SHOPIFY,Pro,79,0-100,US,9,0-100,SHOPIFY,79,0-100
2021-07-15,US,1,0-100,SHOPIFY,Pro,1,0-100,US,1,0-100,SHOPIFY,1,0-100
2021-07-15,US,0,0-100,SHOPIFY,Free,13,0-100,US,0,0-100,SHOPIFY,13,0-100
2021-07-15,DE,0,0-100,SHOPIFY,Free,11,0-100,DE,0,0-100,SHOPIFY,11,0-100
2021-07-15,MX,0,0-100,SHOPIFY,Free,0,0-100,MX,0,0-100,SHOPIFY,0,0-100
2021-07-15,US,5,0-100,BIGCOMMERCE,Free,115,100-1k,US,5,0-100,BIGCOMMERCE,115,100-1k
2021-07-15,GB,24,0-100,SHOPIFY,Free,347,100-1k,GB,24,0-100,SHOPIFY,347,100-1k
2021-07-15,US,2,0-100,SHOPIFY,Free,243,100-1k,US,2,0-100,SHOPIFY,243,100-1k
2021-07-15,US,4,0-100,SHOPIFY,Pro,60,0-100,US,4,0-100,SHOPIFY,60,0-100
2021-07-15,US,1,0-100,BIGCOMMERCE,Pro,15,0-100,US,1,0-100,BIGCOMMERCE,15,0-100
2021-07-15,US,390,100-1k,SHOPIFY,Pro,31,0-100,US,390,100-1k,SHOPIFY,31,0-100
2021-07-15,US,247,100-1k,SHOPIFY,Pro,59,0-100,US,247,100-1k,SHOPIFY,59,0-100
2021-07-15,DE,17,0-100,SHOPIFY,Pro,223,100-1k,DE,17,0-100,SHOPIFY,223,100-1k
2021-07-15,FR,0,0-100,SHOPIFY,Free,67,0-100,FR,0,0-100,SHOPIFY,67,0-100
2021-07-15,FR,1025,1-10k,SHOPIFY,SuperPro,197,100-1k,FR,1025,1-10k,SHOPIFY,197,100-1k
2021-07-15,NL,0,0-100,SHOPIFY,SuperPro,7,0-100,NL,0,0-100,SHOPIFY,7,0-100
2021-07-15,CN,3,0-100,SHOPIFY,Free,0,0-100,CN,3,0-100,SHOPIFY,0,0-100
2021-07-15,US,0,0-100,SHOPIFY,Free,29,0-100,US,0,0-100,SHOPIFY,29,0-100
2021-07-15,GB,0,0-100,SHOPIFY,Free,67,0-100,GB,0,0-100,SHOPIFY,67,0-100
2021-07-15,419,0,0-100,SHOPIFY,Free,150,100-1k,419,0,0-100,SHOPIFY,150,100-1k
2021-07-15,US,2,0-100,SHOPIFY,Free,40,0-100,US,2,0-100,SHOPIFY,40,0-100
2021-07-15,CN,142,100-1k,SHOPIFY,Pro,404,100-1k,CN,142,100-1k,SHOPIFY,404,100-1k
2021-07-15,US,191,100-1k,SHOPIFY,Pro,248,100-1k,US,191,100-1k,SHOPIFY,248,100-1k
2021-07-14,US,0,0-100,SHOPIFY,Pro,90,0-100,US,0,0-100,SHOPIFY,90,0-100
2021-07-14,US,0,0-100,SHOPIFY,Free,950,100-1k,US,0,0-100,SHOPIFY,950,100-1k
2021-07-14,US,0,0-100,SHOPIFY,Free,25,0-100,US,0,0-100,SHOPIFY,25,0-100
2021-07-14,US,3,0-100,SHOPIFY,Free,129,100-1k,US,3,0-100,SHOPIFY,129,100-1k
2021-07-14,US,70,0-100,SHOPIFY,Pro,147,100-1k,US,70,0-100,SHOPIFY,147,100-1k
2021-07-14,FR,21,0-100,SHOPIFY,Pro,35,0-100,FR,21,0-100,SHOPIFY,35,0-100
2021-07-14,GB,265,100-1k,SHOPIFY,Pro,500,100-1k,GB,265,100-1k,SHOPIFY,500,100-1k
2021-07-14,US,0,0-100,SHOPIFY,Pro,60,0-100,US,0,0-100,SHOPIFY,60,0-100
2021-07-14,US,0,0-100,SHOPIFY,Free,14,0-100,US,0,0-100,SHOPIFY,14,0-100
2021-07-14,BR,60,0-100,SHOPIFY,Pro,39,0-100,BR,60,0-100,SHOPIFY,39,0-100
2021-07-14,US,518,100-1k,SHOPIFY,SuperPro,47255,30k+,US,518,100-1k,SHOPIFY,47255,30k+
2021-07-14,GB,0,0-100,SHOPIFY,SuperPro,253,100-1k,GB,0,0-100,SHOPIFY,253,100-1k
2021-07-14,US,0,0-100,SHOPIFY,Free,394,100-1k,US,0,0-100,SHOPIFY,394,100-1k
2021-07-14,US,0,0-100,SHOPIFY,Free,10,0-100,US,0,0-100,SHOPIFY,10,0-100
2021-07-14,VN,1,0-100,SHOPIFY,Free,0,0-100,VN,1,0-100,SHOPIFY,0,0-100
2021-07-14,DE,0,0-100,SHOPIFY,Free,6,0-100,DE,0,0-100,SHOPIFY,6,0-100
2021-07-14,US,1,0-100,SHOPIFY,Free,10,0-100,US,1,0-100,SHOPIFY,10,0-100
2021-07-14,CN,11,0-100,SHOPIFY,Free,28,0-100,CN,11,0-100,SHOPIFY,28,0-100
2021-07-14,CN,0,0-100,SHOPIFY,Free,18,0-100,CN,0,0-100,SHOPIFY,18,0-100
2021-07-14,US,0,0-100,SHOPIFY,Free,41,0-100,US,0,0-100,SHOPIFY,41,0-100
2021-07-14,US,0,0-100,SHOPIFY,Free,97,0-100,US,0,0-100,SHOPIFY,97,0-100
2021-07-14,US,2,0-100,SHOPIFY,Free,94,0-100,US,2,0-100,SHOPIFY,94,0-100
2021-07-13,US,69,0-100,SHOPIFY,Pro,24,0-100,US,69,0-100,SHOPIFY,24,0-100
2021-07-13,MX,8,0-100,SHOPIFY,Pro,126,100-1k,MX,8,0-100,SHOPIFY,126,100-1k
2021-07-13,US,2,0-100,SHOPIFY,Free,2,0-100,US,2,0-100,SHOPIFY,2,0-100
2021-07-13,US,130,100-1k,SHOPIFY,Pro,3861,1-10k,US,130,100-1k,SHOPIFY,3861,1-10k
2021-07-13,DE,2,0-100,SHOPIFY,Pro,4271,1-10k,DE,2,0-100,SHOPIFY,4271,1-10k
2021-07-13,US,62,0-100,SHOPIFY,Free,66,0-100,US,62,0-100,SHOPIFY,66,0-100
2021-07-13,US,0,0-100,SHOPIFY,Free,7215,1-10k,US,0,0-100,SHOPIFY,7215,1-10k
2021-07-13,IT,0,0-100,SHOPIFY,Free,0,0-100,IT,0,0-100,SHOPIFY,0,0-100
2021-07-13,US,126,100-1k,SHOPIFY,Pro,54,0-100,US,126,100-1k,SHOPIFY,54,0-100
2021-07-13,US,34,0-100,BIGCOMMERCE,Pro,47,0-100,US,34,0-100,BIGCOMMERCE,47,0-100
2021-07-13,GB,7,0-100,SHOPIFY,Pro,70,0-100,GB,7,0-100,SHOPIFY,70,0-100
2021-07-13,IT,0,0-100,SHOPIFY,Free,46,0-100,IT,0,0-100,SHOPIFY,46,0-100
2021-07-13,NULL,1,0-100,SHOPIFY,Free,3470,1-10k,NULL,1,0-100,SHOPIFY,3470,1-10k
2021-07-13,GB,4011,1-10k,SHOPIFY,SuperPro,1648,1-10k,GB,4011,1-10k,SHOPIFY,1648,1-10k
2021-07-13,GB,2276,1-10k,SHOPIFY,SuperPro,3356,1-10k,GB,2276,1-10k,SHOPIFY,3356,1-10k
2021-07-13,CN,0,0-100,SHOPIFY,SuperPro,16,0-100,CN,0,0-100,SHOPIFY,16,0-100
2021-07-13,US,47,0-100,SHOPIFY,Pro,189,100-1k,US,47,0-100,SHOPIFY,189,100-1k
2021-07-13,GB,134,100-1k,SHOPIFY,Pro,146,100-1k,GB,134,100-1k,SHOPIFY,146,100-1k
2021-07-13,US,0,0-100,SHOPIFY,Pro,16,0-100,US,0,0-100,SHOPIFY,16,0-100
2021-07-13,DK,1,0-100,SHOPIFY,Free,627,100-1k,DK,1,0-100,SHOPIFY,627,100-1k
2021-07-13,US,0,0-100,SHOPIFY,Free,27,0-100,US,0,0-100,SHOPIFY,27,0-100
2021-07-13,US,43,0-100,SHOPIFY,Free,129,100-1k,US,43,0-100,SHOPIFY,129,100-1k
2021-07-13,US,0,0-100,SHOPIFY,Free,40,0-100,US,0,0-100,SHOPIFY,40,0-100
2021-07-13,US,1,0-100,SHOPIFY,Free,164,100-1k,US,1,0-100,SHOPIFY,164,100-1k
2021-07-12,US,0,0-100,SHOPIFY,Free,8493,1-10k,US,0,0-100,SHOPIFY,8493,1-10k
2021-07-12,US,0,0-100,SHOPIFY,Free,6,0-100,US,0,0-100,SHOPIFY,6,0-100
2021-07-12,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2021-07-12,US,5,0-100,SHOPIFY,Pro,71,0-100,US,5,0-100,SHOPIFY,71,0-100
2021-07-12,US,0,0-100,SHOPIFY,Pro,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2021-07-12,US,0,0-100,SHOPIFY,Free,25,0-100,US,0,0-100,SHOPIFY,25,0-100
2021-07-12,US,17,0-100,SHOPIFY,Pro,191,100-1k,US,17,0-100,SHOPIFY,191,100-1k
2021-07-12,US,0,0-100,SHOPIFY,Pro,12,0-100,US,0,0-100,SHOPIFY,12,0-100
2021-07-12,US,14,0-100,SHOPIFY,Free,265,100-1k,US,14,0-100,SHOPIFY,265,100-1k
2021-07-12,US,90,0-100,SHOPIFY,Pro,3966,1-10k,US,90,0-100,SHOPIFY,3966,1-10k
2021-07-12,US,130,100-1k,SHOPIFY,Pro,18,0-100,US,130,100-1k,SHOPIFY,18,0-100
2021-07-12,US,0,0-100,SHOPIFY,Pro,17,0-100,US,0,0-100,SHOPIFY,17,0-100
2021-07-12,GB,0,0-100,SHOPIFY,Free,7,0-100,GB,0,0-100,SHOPIFY,7,0-100
2021-07-12,US,214,100-1k,SHOPIFY,Pro,2742,1-10k,US,214,100-1k,SHOPIFY,2742,1-10k
2021-07-12,CN,336,100-1k,SHOPIFY,Pro,228,100-1k,CN,336,100-1k,SHOPIFY,228,100-1k
2021-07-12,US,0,0-100,SHOPIFY,Pro,21,0-100,US,0,0-100,SHOPIFY,21,0-100
2021-07-11,US,1,0-100,SHOPIFY,Free,0,0-100,US,1,0-100,SHOPIFY,0,0-100
2021-07-11,US,0,0-100,SHOPIFY,Free,5,0-100,US,0,0-100,SHOPIFY,5,0-100
2021-07-11,US,4,0-100,SHOPIFY,Free,15,0-100,US,4,0-100,SHOPIFY,15,0-100
2021-07-11,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2021-07-11,US,0,0-100,SHOPIFY,Free,459,100-1k,US,0,0-100,SHOPIFY,459,100-1k
2021-07-11,US,0,0-100,SHOPIFY,Free,1308,1-10k,US,0,0-100,SHOPIFY,1308,1-10k
2021-07-11,US,443,100-1k,SHOPIFY,Pro,104,100-1k,US,443,100-1k,SHOPIFY,104,100-1k
2021-07-11,US,0,0-100,SHOPIFY,Pro,6,0-100,US,0,0-100,SHOPIFY,6,0-100
2021-07-11,US,0,0-100,SHOPIFY,Free,150,100-1k,US,0,0-100,SHOPIFY,150,100-1k
2021-07-11,US,105,100-1k,SHOPIFY,Pro,6,0-100,US,105,100-1k,SHOPIFY,6,0-100
2021-07-11,NULL,0,0-100,SHOPIFY,Pro,212,100-1k,NULL,0,0-100,SHOPIFY,212,100-1k
2021-07-11,GB,0,0-100,SHOPIFY,Free,3,0-100,GB,0,0-100,SHOPIFY,3,0-100
2021-07-11,US,25,0-100,SHOPIFY,SuperPro,289,100-1k,US,25,0-100,SHOPIFY,289,100-1k
2021-07-11,US,0,0-100,SHOPIFY,SuperPro,1685,1-10k,US,0,0-100,SHOPIFY,1685,1-10k
2021-07-11,AR,2,0-100,SHOPIFY,Free,19,0-100,AR,2,0-100,SHOPIFY,19,0-100
2021-07-11,FR,0,0-100,SHOPIFY,Free,243,100-1k,FR,0,0-100,SHOPIFY,243,100-1k
2021-07-11,US,45,0-100,SHOPIFY,Free,523,100-1k,US,45,0-100,SHOPIFY,523,100-1k
2021-07-11,GB,0,0-100,SHOPIFY,Free,0,0-100,GB,0,0-100,SHOPIFY,0,0-100
2021-07-11,GB,0,0-100,SHOPIFY,Free,0,0-100,GB,0,0-100,SHOPIFY,0,0-100
2021-07-11,US,0,0-100,SHOPIFY,Free,9621,1-10k,US,0,0-100,SHOPIFY,9621,1-10k
2021-07-11,GB,30,0-100,SHOPIFY,Free,9621,1-10k,GB,30,0-100,SHOPIFY,9621,1-10k
2021-07-11,IN,199,100-1k,SHOPIFY,Pro,1073,1-10k,IN,199,100-1k,SHOPIFY,1073,1-10k
2021-07-11,GB,0,0-100,SHOPIFY,Pro,64,0-100,GB,0,0-100,SHOPIFY,64,0-100
2021-07-11,US,0,0-100,SHOPIFY,Free,11,0-100,US,0,0-100,SHOPIFY,11,0-100
2021-07-10,US,2,0-100,SHOPIFY,Free,16,0-100,US,2,0-100,SHOPIFY,16,0-100
2021-07-10,GB,0,0-100,SHOPIFY,Free,66,0-100,GB,0,0-100,SHOPIFY,66,0-100
2021-07-10,US,19,0-100,SHOPIFY,Free,66,0-100,US,19,0-100,SHOPIFY,66,0-100
2021-07-10,GB,10,0-100,SHOPIFY,Pro,25,0-100,GB,10,0-100,SHOPIFY,25,0-100
2021-07-10,RU,0,0-100,SHOPIFY,Pro,4,0-100,RU,0,0-100,SHOPIFY,4,0-100
2021-07-10,US,71,0-100,SHOPIFY,Free,73,0-100,US,71,0-100,SHOPIFY,73,0-100
2021-07-10,US,317,100-1k,SHOPIFY,Pro,197,100-1k,US,317,100-1k,SHOPIFY,197,100-1k
2021-07-10,US,2,0-100,SHOPIFY,Pro,0,0-100,US,2,0-100,SHOPIFY,0,0-100
2021-07-10,GB,1938,1-10k,SHOPIFY,SuperPro,5232,1-10k,GB,1938,1-10k,SHOPIFY,5232,1-10k
2021-07-10,US,411,100-1k,SHOPIFY,SuperPro,187,100-1k,US,411,100-1k,SHOPIFY,187,100-1k
2021-07-10,NULL,10,0-100,SHOPIFY,Pro,26,0-100,NULL,10,0-100,SHOPIFY,26,0-100
2021-07-10,US,98,0-100,SHOPIFY,Pro,3008,1-10k,US,98,0-100,SHOPIFY,3008,1-10k
2021-07-10,TR,0,0-100,SHOPIFY,Pro,21,0-100,TR,0,0-100,SHOPIFY,21,0-100
2021-07-10,US,37,0-100,SHOPIFY,Free,3,0-100,US,37,0-100,SHOPIFY,3,0-100
2021-07-10,AU,400,100-1k,SHOPIFY,Pro,193,100-1k,AU,400,100-1k,SHOPIFY,193,100-1k
2021-07-10,419,673,100-1k,SHOPIFY,Pro,622,100-1k,419,673,100-1k,SHOPIFY,622,100-1k
2021-07-10,US,0,0-100,SHOPIFY,Pro,716,100-1k,US,0,0-100,SHOPIFY,716,100-1k
2021-07-10,US,3,0-100,SHOPIFY,Free,3210,1-10k,US,3,0-100,SHOPIFY,3210,1-10k
2021-07-10,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2021-07-10,AU,0,0-100,SHOPIFY,Free,0,0-100,AU,0,0-100,SHOPIFY,0,0-100
2021-07-09,US,5,0-100,SHOPIFY,Pro,30,0-100,US,5,0-100,SHOPIFY,30,0-100
2021-07-09,US,157,100-1k,SHOPIFY,Pro,56,0-100,US,157,100-1k,SHOPIFY,56,0-100
2021-07-09,US,0,0-100,SHOPIFY,Pro,7,0-100,US,0,0-100,SHOPIFY,7,0-100
2021-07-09,US,9,0-100,SHOPIFY,Free,393,100-1k,US,9,0-100,SHOPIFY,393,100-1k
2021-07-09,US,62,0-100,SHOPIFY,Pro,162,100-1k,US,62,0-100,SHOPIFY,162,100-1k
2021-07-09,US,11,0-100,SHOPIFY,Pro,163,100-1k,US,11,0-100,SHOPIFY,163,100-1k
2021-07-09,GB,2,0-100,SHOPIFY,Pro,0,0-100,GB,2,0-100,SHOPIFY,0,0-100
2021-07-09,US,70,0-100,SHOPIFY,Free,42,0-100,US,70,0-100,SHOPIFY,42,0-100
2021-07-09,US,124,100-1k,SHOPIFY,Pro,122,100-1k,US,124,100-1k,SHOPIFY,122,100-1k
2021-07-09,US,1,0-100,SHOPIFY,Pro,12,0-100,US,1,0-100,SHOPIFY,12,0-100
2021-07-09,US,0,0-100,SHOPIFY,Free,7,0-100,US,0,0-100,SHOPIFY,7,0-100
2021-07-09,NULL,12,0-100,SHOPIFY,Free,83,0-100,NULL,12,0-100,SHOPIFY,83,0-100
2021-07-09,GB,3,0-100,SHOPIFY,Free,89,0-100,GB,3,0-100,SHOPIFY,89,0-100
2021-07-09,US,64,0-100,SHOPIFY,Pro,39,0-100,US,64,0-100,SHOPIFY,39,0-100
2021-07-09,US,0,0-100,SHOPIFY,Pro,14,0-100,US,0,0-100,SHOPIFY,14,0-100
2021-07-09,US,45,0-100,SHOPIFY,Pro,282,100-1k,US,45,0-100,SHOPIFY,282,100-1k
2021-07-09,US,87,0-100,SHOPIFY,Pro,282,100-1k,US,87,0-100,SHOPIFY,282,100-1k
2021-07-08,US,2,0-100,SHOPIFY,Pro,22,0-100,US,2,0-100,SHOPIFY,22,0-100
2021-07-08,US,0,0-100,SHOPIFY,Free,189,100-1k,US,0,0-100,SHOPIFY,189,100-1k
2021-07-08,US,0,0-100,SHOPIFY,Free,18,0-100,US,0,0-100,SHOPIFY,18,0-100
2021-07-08,US,3,0-100,SHOPIFY,Free,58,0-100,US,3,0-100,SHOPIFY,58,0-100
2021-07-08,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2021-07-08,US,0,0-100,SHOPIFY,Free,711,100-1k,US,0,0-100,SHOPIFY,711,100-1k
2021-07-08,US,0,0-100,SHOPIFY,Free,17,0-100,US,0,0-100,SHOPIFY,17,0-100
2021-07-08,US,92,0-100,SHOPIFY,Pro,2279,1-10k,US,92,0-100,SHOPIFY,2279,1-10k
2021-07-08,GB,113,100-1k,SHOPIFY,Pro,942,100-1k,GB,113,100-1k,SHOPIFY,942,100-1k
2021-07-08,ES,0,0-100,SHOPIFY,Pro,67,0-100,ES,0,0-100,SHOPIFY,67,0-100
2021-07-08,US,4,0-100,SHOPIFY,Pro,21,0-100,US,4,0-100,SHOPIFY,21,0-100
2021-07-08,IT,0,0-100,SHOPIFY,Pro,11,0-100,IT,0,0-100,SHOPIFY,11,0-100
2021-07-08,AU,328,100-1k,SHOPIFY,Pro,11685,10-30k,AU,328,100-1k,SHOPIFY,11685,10-30k
2021-07-08,US,129,100-1k,SHOPIFY,Pro,39,0-100,US,129,100-1k,SHOPIFY,39,0-100
2021-07-08,GB,1035,1-10k,SHOPIFY,SuperPro,480,100-1k,GB,1035,1-10k,SHOPIFY,480,100-1k
2021-07-08,GB,0,0-100,SHOPIFY,SuperPro,13,0-100,GB,0,0-100,SHOPIFY,13,0-100
2021-07-08,US,0,0-100,SHOPIFY,Free,47,0-100,US,0,0-100,SHOPIFY,47,0-100
2021-07-08,US,19,0-100,SHOPIFY,SuperPro,11,0-100,US,19,0-100,SHOPIFY,11,0-100
2021-07-07,US,13,0-100,SHOPIFY,SuperPro,264,100-1k,US,13,0-100,SHOPIFY,264,100-1k
2021-07-07,BR,10,0-100,SHOPIFY,Pro,6,0-100,BR,10,0-100,SHOPIFY,6,0-100
2021-07-07,US,0,0-100,SHOPIFY,Pro,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2021-07-07,GB,0,0-100,SHOPIFY,Free,38,0-100,GB,0,0-100,SHOPIFY,38,0-100
2021-07-07,CN,0,0-100,SHOPIFY,Free,0,0-100,CN,0,0-100,SHOPIFY,0,0-100
2021-07-07,US,0,0-100,SHOPIFY,Free,74,0-100,US,0,0-100,SHOPIFY,74,0-100
2021-07-07,DE,202,100-1k,SHOPIFY,Pro,25730,10-30k,DE,202,100-1k,SHOPIFY,25730,10-30k
2021-07-07,US,0,0-100,SHOPIFY,Pro,1,0-100,US,0,0-100,SHOPIFY,1,0-100
2021-07-07,US,11,0-100,SHOPIFY,Pro,29,0-100,US,11,0-100,SHOPIFY,29,0-100
2021-07-07,US,159,100-1k,SHOPIFY,Pro,78,0-100,US,159,100-1k,SHOPIFY,78,0-100
2021-07-07,US,0,0-100,SHOPIFY,Pro,38,0-100,US,0,0-100,SHOPIFY,38,0-100
2021-07-07,US,14,0-100,SHOPIFY,Pro,130,100-1k,US,14,0-100,SHOPIFY,130,100-1k
2021-07-07,US,29,0-100,SHOPIFY,Pro,6390,1-10k,US,29,0-100,SHOPIFY,6390,1-10k
2021-07-07,US,0,0-100,SHOPIFY,Free,54,0-100,US,0,0-100,SHOPIFY,54,0-100
2021-07-07,US,0,0-100,SHOPIFY,Free,236,100-1k,US,0,0-100,SHOPIFY,236,100-1k
2021-07-06,US,321,100-1k,SHOPIFY,Pro,51,0-100,US,321,100-1k,SHOPIFY,51,0-100
2021-07-06,US,0,0-100,SHOPIFY,Pro,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2021-07-06,US,65,0-100,SHOPIFY,Pro,22,0-100,US,65,0-100,SHOPIFY,22,0-100
2021-07-06,US,18,0-100,SHOPIFY,Pro,44,0-100,US,18,0-100,SHOPIFY,44,0-100
2021-07-06,US,0,0-100,SHOPIFY,Free,2,0-100,US,0,0-100,SHOPIFY,2,0-100
2021-07-06,US,0,0-100,SHOPIFY,Pro,92,0-100,US,0,0-100,SHOPIFY,92,0-100
2021-07-06,US,39,0-100,SHOPIFY,Pro,27,0-100,US,39,0-100,SHOPIFY,27,0-100
2021-07-06,IN,4,0-100,SHOPIFY,Free,826,100-1k,IN,4,0-100,SHOPIFY,826,100-1k
2021-07-06,US,176,100-1k,SHOPIFY,Pro,371,100-1k,US,176,100-1k,SHOPIFY,371,100-1k
2021-07-06,US,16,0-100,SHOPIFY,Pro,27,0-100,US,16,0-100,SHOPIFY,27,0-100
2021-07-06,US,0,0-100,SHOPIFY,Pro,141,100-1k,US,0,0-100,SHOPIFY,141,100-1k
2021-07-06,US,2,0-100,SHOPIFY,Free,40,0-100,US,2,0-100,SHOPIFY,40,0-100
2021-07-06,TW,37,0-100,SHOPIFY,Free,27138,10-30k,TW,37,0-100,SHOPIFY,27138,10-30k
2021-07-06,US,63,0-100,SHOPIFY,Pro,191,100-1k,US,63,0-100,SHOPIFY,191,100-1k
2021-07-06,US,0,0-100,SHOPIFY,Pro,487,100-1k,US,0,0-100,SHOPIFY,487,100-1k
2021-07-06,DE,0,0-100,SHOPIFY,Free,3,0-100,DE,0,0-100,SHOPIFY,3,0-100
2021-07-05,US,543,100-1k,SHOPIFY,Pro,2448,1-10k,US,543,100-1k,SHOPIFY,2448,1-10k
2021-07-05,US,0,0-100,SHOPIFY,Pro,23,0-100,US,0,0-100,SHOPIFY,23,0-100
2021-07-05,US,4,0-100,SHOPIFY,Free,17,0-100,US,4,0-100,SHOPIFY,17,0-100
2021-07-05,PL,0,0-100,SHOPIFY,Free,16,0-100,PL,0,0-100,SHOPIFY,16,0-100
2021-07-05,US,1,0-100,SHOPIFY,Free,14,0-100,US,1,0-100,SHOPIFY,14,0-100
2021-07-05,US,85,0-100,SHOPIFY,Pro,163,100-1k,US,85,0-100,SHOPIFY,163,100-1k
